Customer ID,Customer_Name,Segment,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster
JL-5130,Jack Lebron,Consumer,198,12,5765.4,5.293304825,2.564949357,8.659803248,1.238755076,-0.05435340408,0.2114418132,1
JL-5175,James Lanier,Home Office,125,5,1353.09,4.836281907,1.791759469,7.210884921,0.8973589935,-1.104079095,-0.912377154,1
JL-5235,Janet Lee,Consumer,2,4,1751.712,1.098612289,1.609437912,7.468919582,-1.894679911,-1.351609003,-0.7122387194,1
JL-5505,Jeremy Lonsdale,Consumer,342,3,2729.34,5.837730447,1.386294361,7.912181423,1.645440973,-1.654561127,-0.368433237,1
JL-5835,John Lee,Consumer,55,7,3388.275,4.025351691,2.079441542,8.128371313,0.291594187,-0.7135058775,-0.200750701,1
JL-5850,John Lucas,Consumer,698,4,2003.598,6.549650742,1.609437912,7.603198821,2.177245376,-1.351609003,-0.6080882278,1
JM-15250,Janet Martin,Consumer,36,24,15594.46182,3.610917913,3.218875825,9.654735242,-0.01798781194,0.8334536186,0.9831371014,2
JM-15265,Janet Molinari,Corporate,38,29,15036.5537,3.663561646,3.401197382,9.618305931,0.02133705275,1.080983527,0.9548815749,2
JM-15535,Jessica Myrick,Consumer,15,20,6942.403,2.772588722,3.044522438,8.845547279,-0.6442196499,0.5967417416,0.355509744,2
JM-15580,Jill Matthias,Consumer,1,24,13295.857,0.6931471806,3.218875825,9.49528297,-2.197562315,0.8334536186,0.8594617474,2
JM-15655,Jim Mitchum,Corporate,9,34,16294.72706,2.302585093,3.555348061,9.698658209,-0.9953123232,1.290267082,1.017204904,2
JM-15865,John Murray,Consumer,69,29,20841.9465,4.248495242,3.401197382,9.944770873,0.458282402,1.080983527,1.208096326,2
JM-16195,Justin MacKendrick,Consumer,58,25,7825.5646,4.077537444,3.258096538,8.965278944,0.3305769405,0.886701845,0.4483767565,2
JM-5250,Janet Martin,Consumer,7,5,2424.201,2.079441542,1.791759469,7.793669687,-1.162000538,-1.104079095,-0.4603540405,1
JM-5265,Janet Molinari,Corporate,121,4,1131.912,4.804021045,1.609437912,7.032546588,0.873260132,-1.351609003,-1.050701031,1
JM-5535,Jessica Myrick,Consumer,244,5,847.827,5.501258211,1.791759469,6.743855396,1.394096239,-1.104079095,-1.274617474,1
JM-5580,Jill Matthias,Consumer,50,5,880.323,3.931825633,1.791759469,6.781424188,0.2217302292,-1.104079095,-1.245478136,1
JM-5655,Jim Mitchum,Corporate,123,8,3602.67,4.820281566,2.197224577,8.18970805,0.8854067398,-0.553597063,-0.1531763233,1
JM-5865,John Murray,Consumer,71,6,1544.268,4.276666119,1.945910149,7.342952637,0.4793260448,-0.8947955393,-0.8099419777,1
JM-6195,Justin MacKendrick,Consumer,13,8,1200.492,2.63905733,2.197224577,7.091319397,-0.7439675895,-0.553597063,-1.005115303,1
JO-15145,Jack O'Briant,Corporate,58,23,10440.976,4.077537444,3.17805383,9.253589116,0.3305769405,0.7780314034,0.6719976693,2
JO-15280,Jas O'Carroll,Consumer,15,21,7123.5651,2.772588722,3.091042453,8.871303965,-0.6442196499,0.6598999079,0.3754873033,2
JO-15550,Jesus Ocampo,Home Office,72,19,4002.894,4.290459441,2.995732274,8.295022667,0.4896296553,0.5305014951,-0.07149155066,2
JO-5145,Jack O'Briant,Corporate,6,6,2904.714,1.945910149,1.945910149,7.974434422,-1.261748478,-0.8947955393,-0.3201481816,1
JO-5280,Jas O'Carroll,Consumer,20,4,1694.85,3.044522438,1.609437912,7.435939369,-0.4410851863,-1.351609003,-0.7378190352,1
JO-5550,Jesus Ocampo,Home Office,13,9,4203.78,2.63905733,2.302585093,8.343977252,-0.7439675895,-0.410553754,-0.03352109294,2
JP-15460,Jennifer Patt,Corporate,37,26,10916.36982,3.63758616,3.295836866,9.298110361,0.001933366489,0.937940218,0.7065295125,2
JP-15520,Jeremy Pistek,Consumer,9,26,16429.04996,2.302585093,3.295836866,9.706867252,-0.9953123232,0.937940218,1.023572052,2
JP-16135,Julie Prescott,Home Office,44,34,10163.5086,3.80666249,3.555348061,9.226657383,0.1282333715,1.290267082,0.6511087125,2
JP-5460,Jennifer Patt,Corporate,189,10,3294.018,5.247024072,2.397895273,8.10016691,1.204183358,-0.2811553412,-0.2226267743,1
JP-5520,Jeremy Pistek,Consumer,113,4,2227.524,4.736198448,1.609437912,7.709094762,0.822596658,-1.351609003,-0.5259525651,1
JP-6135,Julie Prescott,Home Office,27,8,4432.65,3.33220451,2.197224577,8.396978452,-0.2261867012,-0.553597063,0.007588023997,1
JR-15670,Jim Radford,Consumer,13,20,13338.0916,2.63905733,3.044522438,9.498454221,-0.7439675895,0.5967417416,0.8619214525,2
JR-15700,Jocasta Rupert,Consumer,8,18,9568.31976,2.197224577,2.944438979,9.166317401,-1.07401662,0.4608628595,0.6043074443,2
JR-16210,Justin Ritter,Corporate,19,21,12589.959,2.995732274,3.091042453,9.440734296,-0.477531435,0.6598999079,0.8171523679,2
JR-5670,Jim Radford,Consumer,129,6,2585.034,4.86753445,1.945910149,7.857880707,0.920704641,-0.8947955393,-0.4105502929,1
JR-5700,Jocasta Rupert,Consumer,14,6,1673.163,2.708050201,1.945910149,7.423068618,-0.69242992,-0.8947955393,-0.7478019266,1
JR-6210,Justin Ritter,Corporate,38,6,1033.29,3.663561646,1.945910149,6.94147048,0.02133705275,-0.8947955393,-1.121342044,1
JS-15595,Jill Stevenson,Corporate,6,18,9334.6385,1.945910149,2.944438979,9.141594452,-1.261748478,0.4608628595,0.5851316779,2
JS-15685,Jim Sink,Corporate,41,26,14338.5195,3.737669618,3.295836866,9.570774606,0.076695702,0.937940218,0.9180150352,2
JS-15880,John Stevenson,Consumer,12,20,10443.1001,2.564949357,3.044522438,9.253792514,-0.7993262387,0.5967417416,0.6721554306,2
JS-15940,Joni Sundaresam,Home Office,6,15,3874.766,1.945910149,2.772588722,8.2624986,-1.261748478,0.2275493716,-0.09671806797,2
JS-16030,Joy Smith,Consumer,22,32,19218.81298,3.135494216,3.496507561,9.863696952,-0.3731292752,1.21038194,1.145213272,2
JS-5595,Jill Stevenson,Corporate,680,6,806.691,6.523562306,1.945910149,6.69417956,2.157757316,-0.8947955393,-1.313147353,1
JS-5685,Jim Sink,Corporate,143,5,1944.06,4.9698133,1.791759469,7.573048104,0.997106933,-1.104079095,-0.6314739128,1
JS-5880,John Stevenson,Consumer,209,6,1745.997,5.347107531,1.945910149,7.465653593,1.278945693,-0.8947955393,-0.7147719057,1
JS-5940,Joni Sundaresam,Home Office,24,13,2927.34,3.218875825,2.63905733,7.982190989,-0.31084322,0.04625970977,-0.3141319858,2
JS-6030,Joy Smith,Consumer,219,4,1573.038,5.393627546,1.609437912,7.361399571,1.313696141,-1.351609003,-0.795634053,1
JW-15220,Jane Waco,Corporate,13,34,23103.7263,2.63905733,3.555348061,10.04779248,-0.7439675895,1.290267082,1.288002578,2
JW-15955,Joni Wasserman,Consumer,6,30,10640.8287,1.945910149,3.433987204,9.272547618,-1.261748478,1.125500818,0.6867023802,2
JW-16075,Julia West,Consumer,2,25,19852.773,1.098612289,3.258096538,9.896149344,-1.894679911,0.886701845,1.170384196,2
JW-5220,Jane Waco,Corporate,101,6,7184.724,4.624972813,1.945910149,8.879851559,0.7395111175,-0.8947955393,0.3821170411,1
JW-5955,Joni Wasserman,Consumer,107,2,307.8,4.682131227,1.098612289,5.732693818,0.782208448,-2.045134344,-2.058900852,1
JW-6075,Julia West,Consumer,267,4,747.21,5.590986981,1.609437912,6.617683687,1.461123623,-1.351609003,-1.372479553,1
KA-16525,Kelly Andreada,Consumer,17,35,17449.90012,2.890371758,3.583518938,9.767146509,-0.5562357317,1.328513435,1.070326222,2
KA-6525,Kelly Andreada,Consumer,94,7,1429.884,4.553876892,2.079441542,7.266047714,0.6864024697,-0.7135058775,-0.8695914483,1
KB-16240,Karen Bern,Corporate,5,27,9900.698,1.791759469,3.33220451,9.200461537,-1.376899023,0.9873149589,0.6307905289,2
KB-16315,Karl Braun,Consumer,3,29,14542.76228,1.386294361,3.401197382,9.584917471,-1.679781426,1.080983527,0.9289846117,2
KB-16405,Katrina Bavinger,Home Office,20,28,13786.0925,3.044522438,3.36729583,9.531488107,-0.4410851863,1.034956891,0.8875433989,2
KB-16585,Ken Black,Corporate,94,27,16385.7495,4.553876892,3.33220451,9.70422833,0.6864024697,0.9873149589,1.021525236,2
KB-16600,Ken Brennan,Corporate,2,25,10295.9567,1.098612289,3.258096538,9.239603665,-1.894679911,0.886701845,0.6611501876,2
KB-6240,Karen Bern,Corporate,202,7,1945.32,5.313205979,2.079441542,7.573695689,1.253621237,-0.7135058775,-0.6309716288,1
KB-6315,Karl Braun,Consumer,23,11,2957.715,3.17805383,2.48490665,7.992510331,-0.3413372467,-0.1630238457,-0.3061280334,1
KB-6405,Katrina Bavinger,Home Office,388,3,238.548,5.963579344,1.386294361,5.478753814,1.739450088,-1.654561127,-2.255863364,1
KB-6585,Ken Black,Corporate,372,2,216.78,5.92157842,1.098612289,5.383485379,1.708075401,-2.045134344,-2.329756055,1
KB-6600,Ken Brennan,Corporate,10,11,1167.738,2.397895273,2.48490665,7.063679813,-0.9241156266,-0.1630238457,-1.026553287,1
KC-16255,Karen Carlisle,Corporate,45,27,9321.9643,3.828641396,3.33220451,9.140235915,0.144651613,0.9873149589,0.584077961,2
KC-16540,Kelly Collister,Consumer,42,25,18897.13026,3.761200116,3.258096538,9.846818268,0.09427298168,0.886701845,1.132121723,2
KC-16675,Kimberly Carter,Corporate,3,23,13531.28104,1.386294361,3.17805383,9.512833298,-1.679781426,0.7780314034,0.8730742409,2
KC-6255,Karen Carlisle,Corporate,58,8,1094.358,4.077537444,2.197224577,6.998836529,0.3305769405,-0.553597063,-1.076847435,1
KC-6540,Kelly Collister,Consumer,34,7,505.893,3.555348061,2.079441542,6.228299936,-0.05949848629,-0.7135058775,-1.674495779,1
KC-6675,Kimberly Carter,Corporate,20,3,391.842,3.044522438,1.386294361,5.973407495,-0.4410851863,-1.654561127,-1.872197025,1
KD-16270,Karen Daniels,Consumer,37,29,23204.2675,3.63758616,3.401197382,10.05213458,0.001933366489,1.080983527,1.291370426,2
KD-16345,Katherine Ducich,Consumer,42,15,11157.0404,3.761200116,2.772588722,9.319915629,0.09427298168,0.2275493716,0.7234422488,2
KD-16495,Keith Dawkins,Corporate,47,36,24996.5031,3.871201011,3.610917913,10.12653122,0.1764436416,1.36571181,1.349074409,2
KD-16615,Ken Dana,Corporate,76,24,12348.44362,4.343805422,3.218875825,9.42136629,0.5294790986,0.8334536186,0.8021300359,2
KD-6270,Karen Daniels,Consumer,812,1,813.06,6.70073111,0.6931471806,6.702034073,2.290102398,-2.595616376,-1.307055186,1
KD-6345,Katherine Ducich,Consumer,58,6,536.46,4.077537444,1.945910149,6.286854339,0.3305769405,-0.8947955393,-1.629079452,1
KD-6495,Keith Dawkins,Corporate,399,4,1454.76,5.991464547,1.609437912,7.28328338,1.760280333,-1.351609003,-0.8562230148,1
KD-6615,Ken Dana,Corporate,187,3,205.98,5.236441963,1.386294361,5.33262217,1.196278523,-1.654561127,-2.369206891,1
KE-16420,Katrina Edelman,Corporate,27,31,12928.68672,3.33220451,3.465735903,9.467281243,-0.2261867012,1.168604621,0.8377428745,2
KE-6420,Katrina Edelman,Corporate,252,4,622.452,5.533389489,1.609437912,6.435271777,1.418098301,-1.351609003,-1.513963003,1
KF-16285,Karen Ferguson,Home Office,38,21,15164.8685,3.663561646,3.091042453,9.626802689,0.02133705275,0.6598999079,0.9614718821,2
KF-6285,Karen Ferguson,Home Office,33,9,3100.152,3.526360525,2.302585093,8.039528934,-0.08115217401,-0.410553754,-0.2696591747,1
KH-16330,Katharine Harms,Corporate,17,26,15045.6445,2.890371758,3.295836866,9.618910289,-0.5562357317,0.937940218,0.9553503302,2
KH-16360,Katherine Hughes,Consumer,2,28,9983.5094,1.098612289,3.36729583,9.208790111,-1.894679911,1.034956891,0.6372503891,2
KH-16510,Keith Herrera,Consumer,23,26,15340.396,3.17805383,3.295836866,9.638310075,-0.3413372467,0.937940218,0.9703973119,2
KH-16630,Ken Heidel,Corporate,9,27,7220.70456,2.302585093,3.33220451,8.884846293,-0.9953123232,0.9873149589,0.3859910872,2
KH-16690,Kristen Hastings,Corporate,3,39,18158.4601,1.386294361,3.688879454,9.806946922,-1.679781426,1.471556744,1.101196463,2
KH-6330,Katharine Harms,Corporate,20,13,3371.208,3.044522438,2.63905733,8.123323002,-0.4410851863,0.04625970977,-0.2046663035,2
KH-6360,Katherine Hughes,Consumer,101,7,2221.365,4.624972813,2.079441542,7.706327223,0.7395111175,-0.7135058775,-0.5280991405,1
KH-6510,Keith Herrera,Consumer,16,7,1544.34,2.833213344,2.079441542,7.34299923,-0.5989330623,-0.7135058775,-0.8099058391,1
KH-6630,Ken Heidel,Corporate,327,5,1795.866,5.793013608,1.791759469,7.493799315,1.612037498,-1.104079095,-0.692941347,1
KH-6690,Kristen Hastings,Corporate,239,7,1696.014,5.480638923,2.079441542,7.436625515,1.378693633,-0.7135058775,-0.7372868424,1
KL-16555,Kelly Lampkin,Corporate,16,26,12064.3877,2.833213344,3.295836866,9.398096112,-0.5989330623,0.937940218,0.7840810768,2
KL-16645,Ken Lonsdale,Consumer,48,28,22553.1085,3.891820298,3.36729583,10.02367252,0.1918462475,1.034956891,1.269294511,2
KL-6555,Kelly Lampkin,Corporate,176,7,2184.06,5.176149733,2.079441542,7.689398567,1.151240232,-0.7135058775,-0.5412294491,1
KL-6645,Ken Lonsdale,Consumer,1,5,1576.296,0.6931471806,1.791759469,7.363467268,-2.197562315,-1.104079095,-0.7940302935,1
KM-16225,Kalyca Meade,Corporate,1,18,7754.5516,0.6931471806,2.944438979,8.956164201,-2.197562315,0.4608628595,0.4413071234,2
KM-16375,Katherine Murray,Home Office,3,28,16394.46064,1.386294361,3.36729583,9.704759785,-1.679781426,1.034956891,1.021937446,2
KM-16660,Khloe Miller,Consumer,16,29,10785.2626,2.833213344,3.401197382,9.286028622,-0.5989330623,1.080983527,0.6971585993,2
KM-16720,Kunst Miller,Consumer,29,23,14041.02,3.401197382,3.17805383,9.549809542,-0.1746490318,0.7780314034,0.901753983,2
KM-6225,Kalyca Meade,Corporate,372,3,891.363,5.92157842,1.386294361,6.793873,1.708075401,-1.654561127,-1.235822511,1
KM-6375,Katherine Murray,Home Office,322,5,2124.699,5.777652323,1.791759469,7.661855968,1.600562619,-1.104079095,-0.5625922093,1
KM-6660,Khloe Miller,Consumer,31,3,188.544,3.465735903,1.386294361,5.244621188,-0.1264387616,-1.654561127,-2.437462755,1
KM-6720,Kunst Miller,Consumer,350,3,2928.654,5.860786223,1.386294361,7.982639606,1.662663636,-1.654561127,-0.3137840261,1
KN-16390,Katherine Nockton,Corporate,20,29,19350.14634,3.044522438,3.401197382,9.870506939,-0.4410851863,1.080983527,1.150495276,2
KN-16450,Kean Nguyen,Corporate,38,26,16294.6981,3.663561646,3.295836866,9.698656432,0.02133705275,0.937940218,1.017203525,2
KN-16705,Kristina Nunn,Home Office,99,19,5884.778,4.605170186,2.995732274,8.680294211,0.7247185565,0.5305014951,0.2273351407,2
KN-6390,Katherine Nockton,Corporate,274,3,318.72,5.616771098,1.386294361,5.767445613,1.480384356,-1.654561127,-2.031946451,1
KN-6450,Kean Nguyen,Corporate,94,8,1767.282,4.553876892,2.197224577,7.477763733,0.6864024697,-0.553597063,-0.7053789644,1
KN-6705,Kristina Nunn,Home Office,124,5,4830.858,4.828313737,1.791759469,8.482986352,0.8914067714,-1.104079095,0.0742980019,1
KS-16300,Karen Seio,Corporate,36,21,5103.36318,3.610917913,3.091042453,8.537850978,-0.01798781194,0.6598999079,0.116852442,2
KS-6300,Karen Seio,Corporate,107,4,221.61,4.682131227,1.609437912,5.405421361,0.782208448,-1.351609003,-2.312741933,1
KT-16465,Kean Takahito,Consumer,44,32,15725.0362,3.80666249,3.496507561,9.663072974,0.1282333715,1.21038194,0.989604065,2
KT-16480,Kean Thornton,Consumer,28,20,6240.6521,3.36729583,3.044522438,8.739000186,-0.1999734881,0.5967417416,0.2728690306,2
KT-6465,Kean Takahito,Consumer,106,7,1532.124,4.672828834,2.079441542,7.335062763,0.7752595614,-0.7135058775,-0.8160615706,1
KT-6480,Kean Thornton,Consumer,85,7,2119.74,4.454347296,2.079441542,7.659520363,0.6120538699,-0.7135058775,-0.5644037658,1
KW-16435,Katrina Willman,Consumer,27,23,15319.9656,3.33220451,3.17805383,9.63697747,-0.2261867012,0.7780314034,0.9693637089,2
KW-16570,Kelly Williams,Consumer,23,34,9256.0553,3.17805383,3.555348061,9.133141275,-0.3413372467,1.290267082,0.5785751724,2
KW-6435,Katrina Willman,Consumer,148,4,427.29,5.003946306,1.609437912,6.059800536,1.022604286,-1.351609003,-1.805188322,1
KW-6570,Kelly Williams,Consumer,49,6,2577.72,3.912023005,1.945910149,7.855048431,0.2069376682,-0.8947955393,-0.4127470804,1
LA-16780,Laura Armstrong,Corporate,14,34,24273.0019,2.708050201,3.555348061,10.09716118,-0.69242992,1.290267082,1.326294232,2
LA-6780,Laura Armstrong,Corporate,2,12,3589.44,1.098612289,2.564949357,8.186030037,-1.894679911,-0.05435340408,-0.1560290863,2
LB-16735,Larry Blacks,Consumer,10,29,12686.03922,2.397895273,3.401197382,9.448336217,-0.9241156266,1.080983527,0.8230486174,2
LB-16795,Laurel Beltran,Home Office,40,31,24589.87022,3.713572067,3.465735903,10.11013052,0.0586948329,1.168604621,1.336353598,2
LB-6735,Larry Blacks,Consumer,138,7,1897.95,4.934473933,2.079441542,7.549056381,0.9707084291,-0.7135058775,-0.650082521,1
LB-6795,Laurel Beltran,Home Office,57,8,1796.115,4.060443011,2.197224577,7.49393788,0.3178074001,-0.553597063,-0.6928338723,1
LC-16870,Lena Cacioppo,Consumer,28,21,9859.89236,3.36729583,3.091042453,9.196331947,-0.1999734881,0.6598999079,0.6275875108,2
LC-16885,Lena Creighton,Consumer,17,29,17058.8144,2.890371758,3.401197382,9.744480942,-0.5562357317,1.080983527,1.052746215,2
LC-16930,Linda Cazamias,Corporate,42,26,11660.69496,3.761200116,3.295836866,9.364064815,0.09427298168,0.937940218,0.7576855123,2
LC-16960,Lindsay Castell,Home Office,3,22,11812.0975,1.386294361,3.135494216,9.376964153,-1.679781426,0.7202500986,0.7676905763,2
LC-17050,Liz Carlisle,Consumer,5,23,12933.87382,1.791759469,3.17805383,9.46768234,-1.376899023,0.7780314034,0.8380539759,2
LC-17140,Logan Currie,Consumer,14,30,13128.24376,2.708050201,3.433987204,9.482597369,-0.69242992,1.125500818,0.8496224632,2
LC-6870,Lena Cacioppo,Consumer,24,8,1220.451,3.218875825,2.197224577,7.107794775,-0.31084322,-0.553597063,-0.9923365685,1
LC-6885,Lena Creighton,Consumer,210,9,1828.086,5.351858133,2.302585093,7.511571668,1.282494393,-0.410553754,-0.6791566455,1
LC-6930,Linda Cazamias,Corporate,72,9,5080.689,4.290459441,2.302585093,8.533398966,0.4896296553,-0.410553754,0.1133993443,1
LC-6960,Lindsay Castell,Home Office,192,8,2487.402,5.262690189,2.197224577,7.819396016,1.215885946,-0.553597063,-0.4404000259,1
LC-7050,Liz Carlisle,Consumer,7,7,7193.652,2.079441542,2.079441542,8.881093251,-1.162000538,-0.7135058775,0.3830801301,2
LC-7140,Logan Currie,Consumer,17,6,2954.43,2.890371758,1.945910149,7.991399435,-0.5562357317,-0.8947955393,-0.3069896735,1
LD-16855,Lela Donovan,Corporate,43,30,13361.93258,3.784189634,3.433987204,9.500239927,0.1114461499,1.125500818,0.863306493,2
LD-17005,Lisa DeCherney,Consumer,50,27,11461.65464,3.931825633,3.33220451,9.346849607,0.2217302292,0.9873149589,0.7443329471,2
LD-6855,Lela Donovan,Corporate,81,8,2822.706,4.406719247,2.197224577,7.945805486,0.5764757212,-0.553597063,-0.342353534,1
LD-7005,Lisa DeCherney,Consumer,44,6,361.686,3.80666249,1.945910149,5.893537446,0.1282333715,-0.8947955393,-1.934146326,1
LE-16810,Laurel Elliston,Consumer,15,24,10429.2537,2.772588722,3.218875825,9.252465872,-0.6442196499,0.8334536186,0.671126452,2
LE-6810,Laurel Elliston,Consumer,64,6,1049.52,4.17438727,1.945910149,6.957040559,0.4029237527,-0.8947955393,-1.109265484,1
LF-17185,Luke Foster,Consumer,23,22,12864.7205,3.17805383,3.135494216,9.462321728,-0.3413372467,0.7202500986,0.8338961451,2
LF-7185,Luke Foster,Consumer,178,5,556.518,5.187385806,1.791759469,6.32349479,1.159633578,-1.104079095,-1.600660159,1
LH-16750,Larry Hughes,Consumer,13,22,7945.0902,2.63905733,3.135494216,8.980435288,-0.7439675895,0.7202500986,0.4601324132,2
LH-16900,Lena Hernandez,Consumer,22,29,12098.37728,3.135494216,3.401197382,9.400909266,-0.3731292752,1.080983527,0.7862630327,2
LH-17020,Lisa Hazard,Consumer,42,18,8189.7858,3.761200116,2.944438979,9.010765119,0.09427298168,0.4608628595,0.4836570234,2
LH-17155,Logan Haushalter,Consumer,76,29,14063.4898,4.343805422,3.401197382,9.551408446,0.5294790986,1.080983527,0.9029941347,2
LH-6750,Larry Hughes,Consumer,126,5,745.65,4.844187086,1.791759469,6.615596535,0.9032641619,-1.104079095,-1.374098403,1
LH-6900,Lena Hernandez,Consumer,307,3,840.792,5.730099783,1.386294361,6.735532953,1.565040875,-1.654561127,-1.281072579,1
LH-7020,Lisa Hazard,Consumer,59,3,973.212,4.094344562,1.386294361,6.881628939,0.3431318565,-1.654561127,-1.167756709,1
LH-7155,Logan Haushalter,Consumer,128,8,3228.75,4.859812404,2.197224577,8.080160014,0.9149362731,-0.553597063,-0.2381446463,1
LL-16840,Lauren Leatherbury,Consumer,27,26,11287.78406,3.33220451,3.295836866,9.331564951,-0.2261867012,0.937940218,0.7324777674,2
LL-6840,Lauren Leatherbury,Consumer,36,9,3649.152,3.610917913,2.302585093,8.20252409,-0.01798781194,-0.410553754,-0.1432358673,1
LM-17065,Liz MacKendrick,Consumer,85,18,9249.383,4.454347296,2.944438979,9.132420235,0.6120538699,0.4608628595,0.5780159151,2
LM-7065,Liz MacKendrick,Consumer,8,4,6280.47,2.197224577,1.609437912,8.745359309,-1.07401662,-1.351609003,0.2778013325,1
LO-17170,Lori Olson,Corporate,3,28,11256.3236,1.386294361,3.36729583,9.328774182,-1.679781426,1.034956891,0.7303131745,2
LO-7170,Lori Olson,Corporate,5,7,2281.185,1.791759469,2.079441542,7.732888596,-1.376899023,-0.7135058775,-0.5074974445,1
LP-17080,Liz Pelletier,Consumer,41,24,7631.9895,3.737669618,3.218875825,8.940234856,0.076695702,0.8334536186,0.4289519064,2
LP-17095,Liz Preis,Consumer,10,26,15598.1516,2.397895273,3.295836866,9.654971807,-0.9241156266,0.937940218,0.9833205876,2
LP-7080,Liz Pelletier,Consumer,185,7,1831.338,5.225746674,2.079441542,7.513348026,1.188289143,-0.7135058775,-0.6777788554,1
LP-7095,Liz Preis,Consumer,1,4,1011.36,0.6931471806,1.609437912,6.920039518,-2.197562315,-1.351609003,-1.137964459,1
LR-16915,Lena Radford,Consumer,27,26,22434.08756,3.33220451,3.295836866,10.01838142,-0.2261867012,0.937940218,1.265190593,2
LR-17035,Lisa Ryan,Corporate,46,26,16118.9722,3.850147602,3.295836866,9.687814291,0.1607167466,0.937940218,1.008794078,2
LR-6915,Lena Radford,Consumer,685,3,468.654,6.530877628,1.386294361,6.151996253,2.163221861,-1.654561127,-1.733678912,1
LR-7035,Lisa Ryan,Corporate,107,9,2677.98,4.682131227,2.302585093,7.893191404,0.782208448,-0.410553754,-0.3831623923,1
LS-16945,Linda Southworth,Corporate,28,20,10420.11776,3.36729583,3.044522438,9.25158958,-0.1999734881,0.5967417416,0.6704467774,2
LS-16975,Lindsay Shagiari,Home Office,21,22,8646.9157,3.091042453,3.135494216,9.065073611,-0.4063347383,0.7202500986,0.5257801115,2
LS-17200,Luke Schmidt,Corporate,16,24,15258.74122,2.833213344,3.218875825,9.632973347,-0.5989330623,0.8334536186,0.966258006,2
LS-17230,Lycoris Saunders,Consumer,5,24,10577.17148,1.791759469,3.218875825,9.266547862,-1.376899023,0.8334536186,0.6820488125,2
LS-17245,Lynn Smith,Consumer,35,24,10758.988,3.583518938,3.218875825,9.283589718,-0.03845484346,0.8334536186,0.6952669219,2
LS-6945,Linda Southworth,Corporate,7,12,2726.034,2.079441542,2.564949357,7.910969851,-1.162000538,-0.05435340408,-0.3693729639,2
LS-6975,Lindsay Shagiari,Home Office,179,5,716.184,5.192956851,1.791759469,6.575332433,1.163795148,-1.104079095,-1.405328294,1
LS-7200,Luke Schmidt,Corporate,384,4,340.656,5.953243334,1.609437912,5.833804383,1.73172909,-1.351609003,-1.980476852,1
LS-7230,Lycoris Saunders,Consumer,100,10,1164.348,4.615120517,2.397895273,7.060775034,0.7321514528,-0.2811553412,-1.02880631,1
LS-7245,Lynn Smith,Consumer,218,6,953.151,5.38907173,1.945910149,6.86082194,1.310292947,-0.8947955393,-1.183895162,1
LT-16765,Larry Tron,Consumer,7,30,17253.78294,2.079441542,3.433987204,9.755844656,-1.162000538,1.125500818,1.061560209,2
LT-17110,Liz Thompson,Consumer,35,26,12986.77316,3.583518938,3.295836866,9.471763668,-0.03845484346,0.937940218,0.8412195608,2
LT-6765,Larry Tron,Consumer,9,4,1365.33,2.302585093,1.609437912,7.219883592,-0.9953123232,-1.351609003,-0.9053975491,1
LT-7110,Liz Thompson,Consumer,56,6,8234.994,4.043051268,1.945910149,9.01626934,0.3048157697,-0.8947955393,0.4879262413,1
LW-16825,Laurel Workman,Corporate,23,20,9990.85524,3.17805383,3.044522438,9.209525564,-0.3413372467,0.5967417416,0.6378208258,2
LW-16990,Lindsay Williams,Corporate,24,23,9111.8495,3.218875825,3.17805383,9.117440729,-0.31084322,0.7780314034,0.5663974186,2
LW-17125,Liz Willingham,Consumer,42,16,5369.269,3.761200116,2.833213344,8.588633279,0.09427298168,0.3098567374,0.1562405233,2
LW-17215,Luke Weiss,Consumer,22,24,10529.49144,3.135494216,3.218875825,9.262030275,-0.3731292752,0.8334536186,0.6785448531,2
LW-6825,Laurel Workman,Corporate,33,11,881.754,3.526360525,2.48490665,6.783046566,-0.08115217401,-0.1630238457,-1.244219777,1
LW-6990,Lindsay Williams,Corporate,15,11,1869.771,2.772588722,2.48490665,7.534105924,-0.6442196499,-0.1630238457,-0.6616784863,1
LW-7125,Liz Willingham,Consumer,34,9,2677.341,3.555348061,2.302585093,7.892952852,-0.05949848629,-0.410553754,-0.3833474195,1
LW-7215,Luke Weiss,Consumer,133,5,1522.014,4.8978398,1.791759469,7.328446545,0.9433427346,-1.104079095,-0.8211932821,1
MA-17560,Matt Abelman,Home Office,65,24,10813.79188,4.189654742,3.218875825,9.288670095,0.4143285532,0.8334536186,0.6992073946,2
MA-17995,Michelle Arnett,Home Office,43,22,10006.45034,3.784189634,3.135494216,9.211085129,0.1114461499,0.7202500986,0.6390304648,2
MA-7560,Matt Abelman,Home Office,233,4,1628.166,5.455321115,1.609437912,7.395823506,1.359781232,-1.351609003,-0.768933948,1
MA-7995,Michelle Arnett,Home Office,17,11,1928.007,2.890371758,2.48490665,7.564760642,-0.5562357317,-0.1630238457,-0.6379018854,1
MB-17305,Maria Bertelson,Consumer,2,27,16729.34532,1.098612289,3.33220451,9.724979435,-1.894679911,0.9873149589,1.037620335,2
MB-18085,Mick Brown,Consumer,45,30,14744.23088,3.828641396,3.433987204,9.598674979,0.144651613,1.125500818,0.9396552949,2
MB-7305,Maria Bertelson,Consumer,23,8,4874.589,3.17805383,2.197224577,8.491996197,-0.3413372467,-0.553597063,0.08128627335,1
